hostname,ip,fabric,site,hall,vendor,model,role,tag,credential
SSW-ES-H4-RZDK88-3RD-P1-N01,10.71.1.201,3rd,venus,hall-4,cisco,nx-os,spine,do-not-search,tyc
SSW-ES-H4-RZDL84-3RD-P1-N02,10.71.1.202,3rd,venus,hall-4,cisco,nx-os,spine,do-not-search,tyc
DCFW-IL2-H2-R517-3RD-P0-N02,10.51.0.18,3rd,mars,hall-2,fortigate,fortios,firewall,do-not-search,tyc
DCFW-IL2-H2-R617-3RD-P0-N01,10.51.0.17,3rd,mars,hall-2,fortigate,fortios,firewall,do-not-search,tyc
BLSW-IL2-H2-R517-3RD-P1-N02,10.51.1.99,3rd,mars,hall-2,arista,eos,border-leaf,do-not-search,tyc
BLSW-IL2-H2-R617-3RD-P1-N01,10.51.1.98,3rd,mars,hall-2,arista,eos,border-leaf,do-not-search,tyc
LSW-IL2-H2-R505-3RD-P1-N31,10.51.1.31,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R505-3RD-P1-N32,10.51.1.31,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R506-3RD-P1-N29,10.51.1.29,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R506-3RD-P1-N30,10.51.1.30,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R512-3RD-P1-N21,10.51.1.21,3rd,mars,hall-2,arista,eos,leaf,leaf-search,tyc
LSW-IL2-H2-R512-3RD-P1-N22,10.51.1.22,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R513-3RD-P1-N23,10.51.1.23,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R513-3RD-P1-N24,10.51.1.24,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R515-3RD-P1-N25,10.51.1.25,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R515-3RD-P1-N26,10.51.1.26,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R516-3RD-P1-N27,10.51.1.27,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R516-3RD-P1-N28,10.51.1.28,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R612-3RD-P1-N13,10.51.1.13,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R612-3RD-P1-N14,10.51.1.14,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R613-3RD-P1-N15,10.51.1.15,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R613-3RD-P1-N16,10.51.1.16,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R615-3RD-P1-N17,10.51.1.17,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R615-3RD-P1-N18,10.51.1.18,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R616-3RD-P1-N19,10.51.1.19,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
LSW-IL2-H2-R616-3RD-P1-N20,10.51.1.20,3rd,mars,hall-2,arista,eos,leaf,do-not-search,tyc
SSW-IL2-H2-R517-3RD-P1-N02,10.51.1.202,3rd,mars,hall-2,arista,eos,spine,do-not-search,tyc
SSW-IL2-H2-R617-3RD-P1-N01,10.51.1.201,3rd,mars,hall-2,arista,eos,spine,do-not-search,tyc
LSW-IL2-H2-R302-SEC-P1-N17,10.54.1.17,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R302-SEC-P1-N18,10.54.1.18,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R303-SEC-P1-N01,10.54.1.1,sf,mars,hall-2,arista,eos,leaf,leaf-search,sf
LSW-IL2-H2-R303-SEC-P1-N02,10.54.1.2,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R305-SEC-P1-N03,10.54.1.3,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R305-SEC-P1-N04,10.54.1.4,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R306-SEC-P1-N05,10.54.1.5,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R306-SEC-P1-N06,10.54.1.6,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R307-SEC-P1-N07,10.54.1.7,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R307-SEC-P1-N08,10.54.1.8,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R309-SEC-P1-N09,10.54.1.9,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R309-SEC-P1-N10,10.54.1.10,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R312-SEC-P1-N19,10.54.1.19,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R312-SEC-P1-N20,10.54.1.20,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R313-SEC-P1-N11,10.54.1.11,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R313-SEC-P1-N12,10.54.1.12,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R315-SEC-P1-N13,10.54.1.13,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R315-SEC-P1-N14,10.54.1.14,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R316-SEC-P1-N15,10.54.1.15,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R316-SEC-P1-N16,10.54.1.16,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R403-SEC-P1-N33,10.54.1.33,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R403-SEC-P1-N34,10.54.1.34,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R406-SEC-P1-N35,10.54.1.35,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R406-SEC-P1-N36,10.54.1.36,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R407-SEC-P1-N21,10.54.1.21,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R407-SEC-P1-N22,10.54.1.22,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R409-SEC-P1-N23,10.54.1.23,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R409-SEC-P1-N24,10.54.1.24,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R412-SEC-P1-N25,10.54.1.25,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R412-SEC-P1-N26,10.54.1.26,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R413-SEC-P1-N27,10.54.1.27,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R413-SEC-P1-N28,10.54.1.28,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R415-SEC-P1-N29,10.54.1.29,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R415-SEC-P1-N30,10.54.1.30,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R416-SEC-P1-N31,10.54.1.31,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
LSW-IL2-H2-R416-SEC-P1-N32,10.54.1.32,sf,mars,hall-2,arista,eos,leaf,do-not-search,sf
SSW-IL2-H2-R317-SEC-P1-N02,10.54.1.202,sf,mars,hall-2,arista,eos,spine,do-not-search,sf
SSW-IL2-H2-R417-SEC-P1-N01,10.54.1.201,sf,mars,hall-2,arista,eos,spine,do-not-search,sf
